id,target
132030,0.007417198
132031,0.012989789
132032,0.0057389005
132033,0.004451523
132034,0.024454098
132035,0.009580479
132036,0.0023539942
132037,0.02083409
132038,0.012642657
132039,0.010961557
132040,0.003984444
132041,0.02160901
132042,0.010291235
132043,0.0044595245
132044,0.007930105
132045,0.0052244905
132046,0.013147843
132047,0.024232076
132048,0.014011825
132049,0.010788393
132050,0.0020500303
132051,0.004269471
132052,0.008516673
132053,0.0048622717
132054,0.002701965
132055,0.0053004012
132056,0.004209755
132057,0.004180608
132058,0.001067104
132059,0.01767353
132060,0.0044005765
132061,0.010240325
132062,0.0034597372
132063,0.028687162
132064,0.0069120293
132065,0.0129576465
132066,0.0020024565
132067,0.0100871585
132068,0.013893962
132069,0.0037180542
132070,0.004715947
132071,0.015382334
132072,0.009485369
132073,0.0021561198
132074,0.0061275596
132075,0.025837364
132076,0.004090855
132077,0.006155331
132078,0.013712662
132079,0.004818763
132080,0.010853244
132081,0.005627439
132082,0.0053890003
132083,0.006904587
132084,0.0042605666
132085,0.01410259
132086,0.0035248986
132087,0.025045475
132088,0.003620567
132089,0.008571758
132090,0.01325895
132091,0.016027959
132092,0.005354723
132093,0.0031011044
132094,0.018362626
132095,0.006147944
132096,0.029815197
132097,0.0016916662
132098,0.023249662
132099,0.008601158
132100,0.0036005154
132101,0.008164219
132102,0.005057795
132103,0.008342502
132104,0.0055811
132105,0.004726444
132106,0.0023715023
132107,0.018615773
132108,0.0056026857
132109,0.014652229
132110,0.005322331
132111,0.024708115
132112,0.0027529097
132113,0.0033754492
132114,0.0063396427
132115,0.01781404
132116,0.017095683
132117,0.043856375
132118,0.008012286
132119,0.0053771264
132120,0.002856034
132121,0.005748584
132122,0.011112556
132123,0.005371172
132124,0.0038723422
132125,0.0062213335
132126,0.022856142
132127,0.035787344
132128,0.0036926004
132129,0.0032443516
132130,0.010635754
132131,0.01581353
132132,0.0153974565
132133,0.006139928
132134,0.005721988
132135,0.007388613
132136,0.0047555994
132137,0.004415602
132138,0.031625636
132139,0.0026185813
132140,0.016234126
132141,0.008031756
132142,0.005155151
132143,0.013160017
132144,0.006296376
132145,0.006343032
132146,0.0035666332
132147,0.015327267
132148,0.0097722085
132149,0.0021423735
132150,0.014757934
132151,0.014542685
132152,0.001905711
132153,0.011485097
132154,0.0058769025
132155,0.005911929
132156,0.008549927
132157,0.015920155
132158,0.017624976
132159,0.0059951246
132160,0.0053438083
132161,0.014476486
132162,0.020103006
132163,0.018689487
132164,0.010236633
132165,0.0029678363
