index,prediction
81482,-0.030923247
81483,-0.030923247
81484,-0.030923247
81485,-0.030923247
81486,-0.030923247
81487,-0.010505319
81488,-0.010505319
81489,-0.010505319
81490,-0.010505319
81491,-0.0073548555
81492,-0.0073548555
81493,0.108205676
81494,0.108205676
81495,-0.027522326
81496,-0.031773925
81497,-0.01851368
81498,-0.01851368
81499,-0.01851368
81500,-0.01851368
81501,-0.01851368
81502,-0.01851368
81503,-0.01851368
81504,-0.01851368
81505,-0.01851368
81506,-0.01851368
81507,-0.01851368
81508,-0.01851368
81509,-0.01851368
81510,-0.01851368
81511,-0.035440385
81512,-0.03538692
81513,-0.03538692
81514,-0.048647165
81515,-0.029957175
81516,0.68073404
81517,1.4675028
81518,1.620442
81519,2.2268677
81520,4.484339
81521,5.8485446
81522,8.6607
81523,11.905439
81524,15.4141
81525,18.695839
81526,20.813034
81527,24.484632
81528,27.126326
81529,28.349972
81530,28.364302
81531,28.43361
81532,28.349972
81533,28.434494
81534,28.414162
81535,28.105848
81536,28.074478
81537,24.038662
81538,23.601686
81539,24.899887
81540,24.926126
81541,23.081581
81542,23.3205
81543,21.886604
81544,19.12749
81545,19.844767
81546,17.891953
81547,14.315558
81548,11.584809
81549,8.817178
81550,4.750342
81551,2.0196524
81552,0.5392714
81553,-0.042245507
81554,-0.03320998
81555,-0.03320998
81556,-0.05295062
81557,-0.046179533
81558,-0.034823418
81559,-0.027212083
81560,-0.002525866
81561,0.022804469
81562,0.18582186
81563,0.042775333
81564,0.009891421
81565,-0.04255289
81566,-0.04255289
81567,-0.049928546
81568,-0.0064192414
81569,-0.024194181
81570,-0.024194181
81571,-0.024194181
81572,0.008735716
81573,0.010574222
81574,0.082891226
81575,-0.03963232
81576,-0.030596793
81577,-0.030650258
81578,-0.017912507
81579,-0.015002489
81580,-0.11583346
81581,-0.1278081
81582,-0.12929618
81583,-0.12929618
81584,-0.058752418
81585,-0.1303742
81586,-0.13080496
81587,-0.13080496
81588,-0.13080496
81589,-0.13080496
81590,-0.13080496
81591,-0.13080496
81592,-0.1303742
81593,-0.1303742
81594,-0.058752418
81595,-0.12929618
81596,-0.12929618
81597,-0.12929618
81598,-0.12929618
81599,-0.12929618
81600,-0.12929618
81601,-0.12929618
81602,-0.12929618
81603,0.5521461
81604,1.3231039
81605,1.7413719
81606,2.3341484
81607,4.1769247
81608,6.2179093
81609,8.317064
81610,12.555459
81611,15.79875
81612,20.062738
81613,22.211716
81614,24.406364
81615,27.624058
81616,28.653137
81617,28.420528
81618,28.697828
81619,28.208307
81620,27.945639
81621,27.785635
81622,27.717268
81623,27.675491
81624,22.84097
81625,22.419046
81626,23.523556
81627,23.428595
81628,22.452702
81629,23.26614
81630,21.86288
81631,20.85337
81632,20.65211
81633,18.972944
81634,13.549987
81635,10.722157
81636,9.577438
81637,4.934661
81638,1.6538831
81639,0.48804188
81640,-0.052692592
81641,-0.052692592
81642,-0.07200247
81643,-0.07191318
81644,-0.06532353
81645,-0.06532353
81646,-0.056288004
81647,-0.056288004
81648,-0.056288004
81649,-0.0037690997
81650,-0.0037690997
81651,-0.010789514
81652,-0.0033670664
81653,0.19440797
81654,0.32565886
81655,0.02165538
81656,-0.05043018
81657,-0.05010599
81658,-0.07772839
81659,-0.08057833
81660,-0.08057833
81661,-0.043866575
81662,-0.029877841
81663,-0.029877841
81664,-0.01074636
81665,-0.005266726
81666,-0.005266726
81667,-0.05778563
81668,-0.07344347
81669,-0.07344347
81670,-0.07344347
81671,-0.05778563
81672,-0.05778563
81673,-0.05738461
81674,-0.045684993
81675,-0.04365909
81676,-0.030863464
81677,0.23969516
81678,0.30703866
81679,0.22383368
81680,-0.01889646
81681,-0.04012853
81682,-0.039505363
81683,-0.039505363
81684,-0.03959459
81685,-0.03959459
81686,-0.042120457
81687,-0.06616384
81688,-0.066716135
81689,-0.01419723
81690,-0.01419723
81691,-0.014798403
81692,-0.06731731
81693,-0.06800467
81694,-0.060727596
81695,-0.060727596
81696,0.7418947
81697,1.4879222
81698,2.1546323
81699,3.258119
81700,4.506735
81701,5.111702
81702,7.53971
81703,8.434843
81704,10.606794
81705,13.512193
81706,15.101499
81707,18.880943
81708,22.185608
81709,22.614391
81710,23.138638
81711,23.463902
81712,22.950233
81713,22.950233
81714,22.950233
81715,23.096634
81716,22.944056
81717,22.64749
81718,22.408043
81719,21.706116
81720,21.169806
81721,20.573206
81722,19.369114
81723,17.729595
81724,13.937216
81725,14.4614525
81726,13.856775
81727,9.23634
81728,8.041854
81729,4.7324214
81730,2.626646
81731,1.608532
81732,1.1179141
81733,0.36133063
81734,0.34978944
81735,0.05611983
81736,-0.018232524
81737,-0.046947777
81738,-0.040885627
81739,-0.04614365
81740,-0.04614365
81741,-0.046013355
81742,-0.04211986
81743,-0.032212973
81744,-0.041258037
81745,-0.04861021
81746,-0.05626619
81747,-0.056643426
81748,-0.0703184
81749,-0.07708949
81750,-0.07708949
81751,-0.07708949
81752,-0.07708949
81753,-0.07708949
81754,-0.07708949
81755,-0.077052
81756,-0.077052
81757,-0.077052
81758,-0.0773865
81759,-0.08032012
81760,-0.04289025
81761,-0.070747316
81762,-0.070747316
81763,-0.070747316
81764,-0.070747316
81765,-0.070747316
81766,-0.07049167
81767,-0.07049167
81768,-0.07049167
81769,-0.07052618
81770,-0.07052618
81771,-0.066506326
81772,-0.063798845
81773,-0.06419289
81774,-0.06419289
81775,-0.063798845
81776,-0.05923164
81777,0.6841504
81778,1.2567483
81779,2.385385
81780,3.3154595
81781,4.39078
81782,6.4066606
81783,8.716764
81784,12.511181
81785,15.672623
81786,18.470316
81787,21.202211
81788,24.359407
81789,24.566227
81790,24.885609
81791,26.157713
81792,27.047915
81793,26.84783
81794,25.21581
81795,25.11455
81796,24.666199
81797,24.855844
81798,24.637478
81799,24.373579
81800,22.80094
81801,22.293856
81802,20.610054
81803,17.507284
81804,15.947918
81805,15.52114
81806,13.306153
81807,9.504229
81808,7.5549893
81809,6.137214
81810,2.9818687
81811,2.3109207
81812,1.4346993
81813,0.60157627
81814,-0.06141448
81815,-0.05390638
81816,-0.05390638
81817,-0.05390638
81818,-0.0013874769
81819,-0.0007272363
81820,-0.0007272363
81821,-0.0007272363
81822,-0.05324614
81823,-0.050720274
81824,-0.036509037
81825,-0.040528893
81826,-0.07988715
81827,-0.06638229
81828,-0.064661145
81829,-0.064661145
81830,-0.064661145
81831,-0.064661145
81832,-0.064661145
81833,-0.066423
81834,-0.06757122
81835,-0.06757122
81836,-0.06757122
81837,-0.06757122
81838,-0.06757122
81839,-0.06757122
81840,-0.06757122
81841,-0.06757122
