index,prediction
117391,-0.0061181188
117392,-0.0061181188
117393,-0.0061181188
117394,-0.0069472194
117395,-0.0069472194
117396,-0.0069472194
117397,-0.0069472194
117398,-0.0069472194
117399,-0.0069472194
117400,-0.0069472194
117401,-0.0069472194
117402,-0.0069472194
117403,-0.0069472194
117404,-0.0061181188
117405,-0.0061181188
117406,-0.0061181188
117407,-0.008110404
117408,-0.008110404
117409,-0.008110404
117410,-0.0073645115
117411,-0.0073645115
117412,-0.0070738196
117413,-0.006248772
117414,-0.006248772
117415,-0.006248772
117416,-0.006248772
117417,-0.006248772
117418,-0.006248772
117419,-0.006248772
117420,-0.006248772
117421,0.01906529
117422,0.018984914
117423,0.018984914
117424,0.018984914
117425,0.018984914
117426,0.015685976
117427,0.01693216
117428,0.01610303
117429,0.0150511265
117430,0.02029121
117431,0.021887302
117432,0.017967016
117433,0.09103379
117434,0.1833486
117435,0.2691428
117436,0.43270242
117437,1.0910373
117438,1.2658037
117439,1.3622787
117440,1.5251892
117441,1.5635982
117442,1.7085873
117443,1.5330994
117444,1.7046018
117445,1.9342796
117446,1.9222379
117447,1.903819
117448,1.8867922
117449,1.8862814
117450,1.8675094
117451,1.8088142
117452,1.9307508
117453,2.0473876
117454,1.84238
117455,1.7107018
117456,1.8383994
117457,1.9134461
117458,1.803734
117459,1.5615431
117460,1.2990003
117461,0.90138364
117462,0.6663706
117463,0.3510289
117464,0.15204382
117465,-0.003406167
117466,-0.004229903
117467,-0.003862381
117468,-0.0077825785
117469,-0.0077825785
117470,-0.008053124
117471,-0.008053124
117472,-0.008053124
117473,-0.008053124
117474,-0.008053124
117475,-0.0016266108
117476,-0.0016266108
117477,-0.0016266108
117478,-0.0016266108
117479,-0.0016266108
117480,-0.004641056
117481,-0.004641056
117482,0.0016494095
117483,-0.00036936998
117484,-0.000666976
117485,-0.00036936998
117486,-0.00036936998
117487,-0.00036936998
117488,-0.0107373595
117489,-0.0107373595
117490,-0.0107373595
117491,-0.0107373595
117492,-0.0107373595
117493,-0.0107373595
117494,-0.0107373595
117495,-0.0107373595
117496,-0.0107373595
117497,-0.009904742
117498,-0.007722974
117499,-0.007722974
117500,-0.0033465028
117501,-0.0069472194
117502,-0.006248772
117503,-0.0058006644
117504,-0.005168855
117505,-0.005168855
117506,-0.005168855
117507,-0.005168855
117508,-0.005168855
117509,-0.005168855
117510,-0.005168855
117511,-0.005168855
117512,-0.005168855
117513,-0.005168855
117514,-0.005168855
117515,-0.005168855
117516,-0.005168855
117517,-0.005168855
117518,-0.005168855
117519,-0.005168855
117520,-0.005168855
117521,-0.005168855
117522,-0.005168855
117523,-0.005168855
117524,-0.005168855
117525,-0.005168855
117526,-0.005168855
117527,-0.005168855
117528,-0.005433202
117529,0.05509633
117530,0.12359652
117531,0.1859644
117532,0.35775912
117533,0.5020395
117534,0.7667616
117535,0.9814016
117536,1.3353542
117537,1.4028885
117538,1.8174706
117539,1.682711
117540,1.4850156
117541,1.533671
117542,1.9548501
117543,1.8929094
117544,2.0232472
117545,2.1026034
117546,2.370004
117547,2.6477973
117548,2.6630008
117549,2.6229992
117550,2.5091677
117551,1.5379925
117552,1.8190565
117553,1.6201262
117554,1.3641877
117555,1.3118417
117556,1.0365803
117557,0.8069084
117558,0.45286527
117559,0.25253767
117560,0.09428012
117561,-0.006248772
117562,-0.006248772
117563,-0.006248772
117564,-0.006248772
117565,-0.006248772
117566,-0.006248772
117567,-0.006248772
117568,-0.006248772
117569,-0.006248772
117570,-0.006248772
117571,-0.006248772
117572,-0.006248772
117573,-0.006248772
117574,-0.006248772
117575,-0.006248772
117576,-0.006248772
117577,-0.004652679
117578,-0.004652679
117579,-0.004652679
117580,-0.004652679
117581,-0.006248772
117582,-0.006248772
117583,-0.006248772
117584,-0.0077928305
117585,-0.008110404
117586,-0.0071702003
117587,-0.0071702003
117588,-0.0071702003
117589,-0.0061181188
117590,-0.0061181188
117591,-0.0069472194
117592,-0.0069472194
117593,-0.0069472194
117594,-0.0069472194
117595,-0.0069472194
117596,-0.0069472194
117597,-0.0069472194
117598,-0.007999301
117599,-0.007999301
117600,-0.006486535
117601,-0.006058216
117602,-0.0049424767
117603,-0.0049424767
117604,-0.0049424767
117605,-0.0049424767
117606,-0.0049424767
117607,-0.0033465028
117608,-0.0033465028
117609,-0.004373491
117610,-0.004373491
117611,-0.008293688
117612,-0.008293688
117613,-0.008090258
117614,-0.008090258
117615,-0.008090258
117616,-0.008090258
117617,-0.008293688
117618,-0.004373491
117619,-0.004373491
117620,-0.0033465028
117621,-0.0049424767
117622,-0.0049424767
117623,-0.006058216
117624,-0.007999301
117625,0.062052876
117626,0.095220596
117627,0.15878046
117628,0.2276474
117629,0.31673473
117630,0.51351917
117631,0.73878235
117632,1.1256039
117633,1.3738768
117634,1.463597
117635,1.6686728
117636,1.7851541
117637,2.1239676
117638,2.6093452
117639,3.400418
117640,3.4385087
117641,2.6454206
117642,3.5474699
117643,3.1194308
117644,2.5625088
117645,1.9333414
117646,1.8236486
117647,1.621734
117648,1.2711523
117649,1.0087056
117650,0.7956296
117651,0.88538337
117652,0.8755194
117653,0.89795005
117654,0.5144442
117655,0.29224038
117656,0.11575493
117657,-0.007999301
117658,0.009723991
117659,-0.005679667
117660,-0.005168855
117661,-0.005168855
117662,-0.005168855
117663,-0.005168855
117664,-0.005168855
117665,-0.005168855
117666,-0.005168855
117667,-0.005168855
117668,-0.005168855
117669,-0.005168855
117670,-0.005168855
117671,-0.005168855
117672,-0.005168855
117673,-0.005168855
117674,-0.005433202
117675,-0.0058006644
117676,-0.0060038567
117677,-0.0060038567
117678,-0.005679667
117679,-0.004652679
117680,-0.008110404
117681,-0.0070583224
117682,0.017008036
117683,0.012261897
117684,0.016402036
117685,0.015350133
117686,0.022077113
117687,0.022077113
117688,0.022077113
117689,0.022077113
117690,0.022077113
117691,0.0150511265
117692,-0.007999301
117693,-0.007999301
117694,-0.0069472194
117695,-0.0069472194
117696,-0.0069472194
117697,-0.0069472194
117698,-0.0069472194
117699,-0.0069472194
117700,-0.0069472194
117701,-0.0069472194
117702,-0.0069472194
117703,-0.0069472194
117704,-0.0061181188
117705,-0.0061181188
117706,-0.0040386915
117707,-0.0034011006
117708,-0.0036987662
117709,-0.0031180978
117710,-0.0031180978
117711,-0.0031180978
117712,-0.0031180978
117713,-0.0031180978
117714,-0.0061130524
117715,-0.0059206486
117716,-0.0059206486
117717,-0.0059206486
117718,-0.0059206486
117719,-0.004868567
117720,-0.0056976676
117721,0.124501586
117722,0.16165727
117723,0.27323365
117724,0.3523653
117725,0.63333684
117726,1.1048404
117727,1.2097378
117728,1.0876908
117729,0.87399435
117730,1.0788418
117731,1.4142224
117732,1.4560006
117733,1.4719524
117734,1.3793178
117735,1.2149347
117736,1.3126571
117737,1.5411897
117738,1.5089285
117739,1.7067313
117740,1.7187431
117741,2.1250205
117742,2.2325315
117743,3.1243896
