id,target
132030,0.005965502456551276
132031,0.012732368768240453
132032,0.011875023100847135
132033,0.0018936530098495334
132034,0.021251765277725473
132035,0.007974263394010018
132036,0.0015807188071251315
132037,0.03318369167704265
132038,0.01209747778857859
132039,0.01363021326733668
132040,0.002120811460700253
132041,0.07798578508317709
132042,0.0033424465673296097
132043,0.0025815634883474196
132044,0.008651917779152925
132045,0.00401207120236507
132046,0.02076689641185327
132047,0.04124230754392543
132048,0.020958103149756657
132049,0.008389392021888183
132050,0.0010169451238511093
132051,0.00538338114716986
132052,0.012000560661528393
132053,0.0045916548238333936
132054,0.0013154100795681302
132055,0.012925188022456296
132056,0.003285317818591154
132057,0.0025419545103862774
132058,0.002288169220538635
132059,0.03930966375953117
132060,0.003887614718340334
132061,0.0039443377569990876
132062,0.001791616879843862
132063,0.07421183471871505
132064,0.0073490897818043275
132065,0.003831233243547565
132066,0.0020052914497562238
132067,0.005198156737194085
132068,0.0055182965493543994
132069,0.0027556381331993412
132070,0.0037419122321233813
132071,0.02828131745312086
132072,0.010137326718922795
132073,0.00114815862164071
132074,0.008633939112916779
132075,0.02710408399645791
132076,0.006324058092408997
132077,0.0019986618318008254
132078,0.018674578823330033
132079,0.0019653436559097515
132080,0.008087906194790924
132081,0.004460599307787869
132082,0.0015896529961047542
132083,0.0024469860968313463
132084,0.009801655871251569
132085,0.02837800098637321
132086,0.00419767194691724
132087,0.015686256415258854
132088,0.005532132151595864
132089,0.00652697034577485
132090,0.021413825365645678
132091,0.011913497142133678
132092,0.003933791769290148
132093,0.0040535416137486855
132094,0.03216860214643706
132095,0.0037677516941321304
132096,0.03539071385605623
132097,0.0013043290470026953
132098,0.053079324356521476
132099,0.011923294687940353
132100,0.01101413313582432
132101,0.0017772715331457294
132102,0.003459097564738489
132103,0.006388435753734096
132104,0.009135749489316575
132105,0.003100902887415753
132106,0.0013095160902650107
132107,0.036260901495489724
132108,0.002394408685069055
132109,0.020118731450037435
132110,0.0026017251611166405
132111,0.022548985435342943
132112,0.0030875782747767106
132113,0.002077696529044254
132114,0.005129822025793627
132115,0.011511701150859066
132116,0.024146062399166467
132117,0.036172824726646964
132118,0.005375718865827726
132119,0.020622801027082988
132120,0.004264617508290094
132121,0.0018256737736253898
132122,0.02318611470312771
132123,0.01266185351051528
132124,0.005785579271813525
132125,0.004119488487319493
132126,0.018327995980091848
132127,0.046764965393219844
132128,0.002044501849602454
132129,0.002683096511692629
132130,0.009217671857201064
132131,0.02916342248484237
132132,0.0337513389222587
132133,0.005155387328354418
132134,0.010402131378007886
132135,0.005984055216471703
132136,0.009649324634527475
132137,0.005232789088061597
132138,0.03228593340732927
132139,0.002798102476463428
132140,0.011721605457350567
132141,0.005814047655552145
132142,0.007968656365633837
132143,0.019667732598884678
132144,0.009813159752238699
132145,0.002434364219261552
132146,0.0007959124784018898
132147,0.02544594537548124
132148,0.012736497399030442
132149,0.002888673077121569
132150,0.012982784117292956
132151,0.014544160479431039
132152,0.0007275627037921082
132153,0.02087710818815962
132154,0.008786286914530496
132155,0.0037164639334134873
132156,0.00774547159390924
132157,0.008188841246715279
132158,0.031920104869341145
132159,0.00611988024544745
132160,0.002486973975599459
132161,0.0148163714627452
132162,0.017767317411958763
132163,0.012866414686400944
132164,0.0054732001520385485
132165,0.00156368446798587
132166,0.001650089547214733
132167,0.0031272648434584153
132168,0.028108509223740547
132169,0.005331116052704176
132170,0.009048013110656214
132171,0.004864114469488041
132172,0.00607688061485967
132173,0.003443259818863599
132174,0.003965389753581414
132175,0.006792882589973866
132176,0.004260379576164515
132177,0.0034517973888757024
132178,0.01129804139656306
132179,0.0027214792730601207
132180,0.019538370527475372
132181,0.0021664448100754572
132182,0.0005375010370300637
132183,0.001850730808442504
132184,0.009958035338025145
132185,0.012336696761372565
132186,0.013641168525615834
132187,0.01481341433411825
132188,0.005864895834105731
132189,0.00834127856087157
132190,0.006318215132452143
132191,0.005081898241677532
132192,0.0032082893386015557
132193,0.045991705466485955
132194,0.013964372650410143
132195,0.0023464140194651402
132196,0.0019845012166339647
132197,0.00533290124089898
132198,0.01989133416758024
132199,0.0022648566671770905
132200,0.006416899042090279
132201,0.0027531600367075057
132202,0.006478861053937965
132203,0.007175390927218837
132204,0.005448448714319451
132205,0.00396904083616872
132206,0.00417216972358759
132207,0.015443234036389109
132208,0.005589826002328271
132209,0.02682560410608205
132210,0.008090039239065495
132211,0.0057586701538097146
132212,0.012565112735798672
132213,0.001961668039775324
132214,0.0043755694611960815
132215,0.007069528916540928
132216,0.012692609181573984
132217,0.00953210957389605
132218,0.004258949152416764
132219,0.04203801667130241
132220,0.0015176112572795905
132221,0.0023406583662277498
132222,0.02251554460937981
132223,0.0054964730272519385
132224,0.01508065175037836
132225,0.003074065656543994
132226,0.0035972577274990636
132227,0.017197922058881408
132228,0.005120753815267329
132229,0.012625066627723907
132230,0.0038320846378966994
132231,0.003999380983853867
132232,0.0026374688512534592
132233,0.0008511456806236879
132234,0.03391871647266255
132235,0.005899846968669389
132236,0.0014824252368613052
132237,0.002620112374620663
132238,0.0015108434694348746
132239,0.004319388428684562
132240,0.0037251313148214116
132241,0.014119828564538566
132242,0.0021833782217941596
132243,0.009665067621896908
132244,0.0056177317690233606
132245,0.0024433403540496603
132246,0.009415646103381912
132247,0.00402837548364932
132248,0.015300611648633024
132249,0.0018690614564589702
132250,0.048583027726011335
132251,0.001724975510086342
132252,0.010347195550209359
132253,0.013624907273707954
132254,0.0004826017795523327
132255,0.007439777721170639
132256,0.007964196597252806
132257,0.001906514800196818
132258,0.017415337854805892
132259,0.0012008235765782135
132260,0.002674173173791428
132261,0.004036098543424074
132262,0.001728840849830842
132263,0.003435920111848905
132264,0.004078578239218742
132265,0.013564191835057447
132266,0.001194986135380233
132267,0.002852873612135171
132268,0.005233885609263312
132269,0.0030076070468963603
132270,0.004688407800629671
132271,0.005256922219352083
132272,0.017489036814325905
132273,0.01196792202761765
132274,0.0042930210527962216
132275,0.0027413723020109494
132276,0.008062799633832366
132277,0.0016490282905608183
132278,0.003686690644692538
132279,0.006267207614976575
132280,0.004875578348837687
132281,0.018547427113270804
132282,0.028800750427441242
132283,0.02302720183645085
132284,0.01241820068284322
132285,0.030990957450487095
