id,target
132030,0.005698848
132031,0.014947845
132032,0.005981932
132033,0.003857014
132034,0.02111903
132035,0.008214307
132036,0.002441773
132037,0.020482464
132038,0.015599601
132039,0.01287813
132040,0.002730241
132041,0.027410269
132042,0.011079169
132043,0.0044356305
132044,0.009891738
132045,0.0036987998
132046,0.013308631
132047,0.0237048
132048,0.011332581
132049,0.00981218
132050,0.002204345
132051,0.00376842
132052,0.01166301
132053,0.0053881085
132054,0.0026929446
132055,0.0063739237
132056,0.003421374
132057,0.0041495846
132058,0.0017116764
132059,0.016552424
132060,0.0034930313
132061,0.013272588
132062,0.0049199886
132063,0.027629536
132064,0.0049287905
132065,0.013014095
132066,0.0029066936
132067,0.008214917
132068,0.010720826
132069,0.0040905476
132070,0.004725834
132071,0.017075144
132072,0.020413248
132073,0.002188894
132074,0.0062756124
132075,0.023995794
132076,0.004449309
132077,0.0048723696
132078,0.01286691
132079,0.004994947
132080,0.008804623
132081,0.0042085103
132082,0.0062640705
132083,0.004562435
132084,0.004022299
132085,0.011805486
132086,0.0045796297
132087,0.0217756
132088,0.004356198
132089,0.007015538
132090,0.01176494
132091,0.013589269
132092,0.0048969593
132093,0.0031034686
132094,0.01926393
132095,0.0046357275
132096,0.028421361
132097,0.0025709292
132098,0.01952007
132099,0.007266688
132100,0.003429609
132101,0.006594509
132102,0.0036917867
132103,0.005339504
132104,0.0074759973
132105,0.004740995
132106,0.002651097
132107,0.020291254
132108,0.0061114607
132109,0.013364016
132110,0.0055481805
132111,0.036178898
132112,0.0033492756
132113,0.0026338175
132114,0.0043273275
132115,0.0136145465
132116,0.024820905
132117,0.028055461
132118,0.006356158
132119,0.006505888
132120,0.0029248956
132121,0.004416076
132122,0.01375026
132123,0.003844205
132124,0.004382183
132125,0.00473436
132126,0.0246515
132127,0.034830067
132128,0.0036469088
132129,0.0029954112
132130,0.009806326
132131,0.018477717
132132,0.018018318
132133,0.005973664
132134,0.005696387
132135,0.0043360866
132136,0.0023591141
132137,0.004535057
132138,0.024515737
132139,0.0029955732
132140,0.014853759
132141,0.011445348
132142,0.0068315924
132143,0.01571327
132144,0.0055666743
132145,0.0052498267
132146,0.00376567
132147,0.015072082
132148,0.008495841
132149,0.0024543095
132150,0.012061926
132151,0.017338254
132152,0.0014732351
